seq,gubun,confCase,confCaseRate,death,deathRate,criticalRate,createDt,updateDt
4218,80 이상,1119,4.33,230.0,50.33,20.55,2020-10-25 14:12:54.029,null
4217,여성,13807,53.44,213.0,46.61,1.54,2020-10-25 14:12:54.029,null
4216,남성,12029,46.56,244.0,53.39,2.03,2020-10-25 14:12:54.029,null
4204,0-9,649,2.52,,0.00,,2020-10-24 14:20:40.206,null
4203,10-19,1410,5.47,,0.00,,2020-10-24 14:20:40.206,null
4202,20-29,5055,19.61,,0.00,,2020-10-24 14:20:40.206,null
4201,30-39,3167,12.29,2.0,0.44,0.06,2020-10-24 14:20:40.206,null
4200,40-49,3448,13.38,4.0,0.88,0.12,2020-10-24 14:20:40.205,null
4199,50-59,4738,18.38,21.0,4.60,0.44,2020-10-24 14:20:40.205,null
4198,60-69,4118,15.98,53.0,11.60,1.29,2020-10-24 14:20:40.205,null
4197,70-79,2075,8.05,147.0,32.17,7.08,2020-10-24 14:20:40.205,null
4196,80 이상,1115,4.33,230.0,50.33,20.63,2020-10-24 14:20:40.205,null
4195,여성,13772,53.43,213.0,46.61,1.55,2020-10-24 14:20:40.205,null
4194,남성,12003,46.57,244.0,53.39,2.03,2020-10-24 14:20:40.205,null
4182,0-9,642,2.5,,0.00,,2020-10-23 14:22:53.893,null
4181,10-19,1403,5.46,,0.00,,2020-10-23 14:22:53.893,null
4180,20-29,5043,19.62,,0.00,,2020-10-23 14:22:53.892,null
4179,30-39,3163,12.31,2.0,0.44,0.06,2020-10-23 14:22:53.892,null
4178,40-49,3439,13.38,4.0,0.88,0.12,2020-10-23 14:22:53.892,null
4177,50-59,4724,18.38,21.0,4.62,0.44,2020-10-23 14:22:53.892,null
4176,60-69,4104,15.97,52.0,11.43,1.27,2020-10-23 14:22:53.892,null
4175,70-79,2070,8.06,147.0,32.31,7.1,2020-10-23 14:22:53.892,null
4174,80 이상,1110,4.32,229.0,50.33,20.63,2020-10-23 14:22:53.892,null
4173,여성,13736,53.45,213.0,46.81,1.55,2020-10-23 14:22:53.891,null
4172,남성,11962,46.55,242.0,53.19,2.02,2020-10-23 14:22:53.891,null
4160,0-9,640,2.51,,0.00,,2020-10-22 14:09:11.481,null
4159,10-19,1392,5.45,,0.00,,2020-10-22 14:09:11.481,null
4158,20-29,5033,19.7,,0.00,,2020-10-22 14:09:11.481,null
4157,30-39,3145,12.31,2.0,0.44,0.06,2020-10-22 14:09:11.481,null
4156,40-49,3418,13.38,4.0,0.88,0.12,2020-10-22 14:09:11.481,null
4155,50-59,4698,18.39,21.0,4.64,0.45,2020-10-22 14:09:11.481,null
4154,60-69,4078,15.97,50.0,11.04,1.23,2020-10-22 14:09:11.48,null
4153,70-79,2057,8.05,147.0,32.45,7.15,2020-10-22 14:09:11.48,null
4152,80 이상,1082,4.24,229.0,50.55,21.16,2020-10-22 14:09:11.48,null
4151,여성,13654,53.45,212.0,46.80,1.55,2020-10-22 14:09:11.48,null
4150,남성,11889,46.55,241.0,53.20,2.03,2020-10-22 14:09:11.48,null
4138,0-9,638,2.51,,0.00,,2020-10-21 14:10:54.38,null
4137,10-19,1390,5.47,,0.00,,2020-10-21 14:10:54.379,null
4136,20-29,5015,19.73,,0.00,,2020-10-21 14:10:54.379,null
4135,30-39,3135,12.33,2.0,0.44,0.06,2020-10-21 14:10:54.379,null
4134,40-49,3400,13.37,4.0,0.89,0.12,2020-10-21 14:10:54.379,null
4133,50-59,4674,18.38,21.0,4.67,0.45,2020-10-21 14:10:54.379,null
4132,60-69,4052,15.94,49.0,10.89,1.21,2020-10-21 14:10:54.379,null
4131,70-79,2046,8.05,147.0,32.67,7.18,2020-10-21 14:10:54.379,null
4130,80 이상,1074,4.22,227.0,50.44,21.14,2020-10-21 14:10:54.379,null
4129,여성,13594,53.47,210.0,46.67,1.54,2020-10-21 14:10:54.378,null
4128,남성,11830,46.53,240.0,53.33,2.03,2020-10-21 14:10:54.378,null
4116,0-9,637,2.51,,0.00,,2020-10-20 14:15:45.197,null
4115,10-19,1386,5.47,,0.00,,2020-10-20 14:15:45.197,null
4114,20-29,5003,19.75,,0.00,,2020-10-20 14:15:45.197,null
4113,30-39,3123,12.33,2.0,0.45,0.06,2020-10-20 14:15:45.197,null
4112,40-49,3382,13.35,4.0,0.89,0.12,2020-10-20 14:15:45.197,null
4111,50-59,4659,18.39,21.0,4.70,0.45,2020-10-20 14:15:45.197,null
4110,60-69,4038,15.94,49.0,10.96,1.21,2020-10-20 14:15:45.197,null
4109,70-79,2041,8.06,146.0,32.66,7.15,2020-10-20 14:15:45.196,null
4108,80 이상,1064,4.2,225.0,50.34,21.15,2020-10-20 14:15:45.196,null
4107,여성,13550,53.49,210.0,46.98,1.55,2020-10-20 14:15:45.196,null
4106,남성,11783,46.51,237.0,53.02,2.01,2020-10-20 14:15:45.196,null
4094,0-9,634,2.51,,0.00,,2020-10-19 14:22:32.405,null
4093,10-19,1383,5.47,,0.00,,2020-10-19 14:22:32.405,null
4092,20-29,4992,19.75,,0.00,,2020-10-19 14:22:32.405,null
4091,30-39,3116,12.33,2.0,0.45,0.06,2020-10-19 14:22:32.404,null
4090,40-49,3370,13.33,4.0,0.90,0.12,2020-10-19 14:22:32.404,null
4089,50-59,4650,18.4,21.0,4.73,0.45,2020-10-19 14:22:32.404,null
4088,60-69,4029,15.94,47.0,10.59,1.17,2020-10-19 14:22:32.404,null
4087,70-79,2038,8.06,146.0,32.88,7.16,2020-10-19 14:22:32.404,null
4086,80 이상,1063,4.21,224.0,50.45,21.07,2020-10-19 14:22:32.404,null
4085,여성,13530,53.53,209.0,47.07,1.54,2020-10-19 14:22:32.404,null
4084,남성,11745,46.47,235.0,52.93,2,2020-10-19 14:22:32.404,null
4072,0-9,632,2.51,,0.00,,2020-10-18 14:12:52.596,null
4071,10-19,1380,5.48,,0.00,,2020-10-18 14:12:52.596,null
4070,20-29,4979,19.76,,0.00,,2020-10-18 14:12:52.596,null
4069,30-39,3109,12.34,2.0,0.45,0.06,2020-10-18 14:12:52.596,null
4068,40-49,3355,13.31,4.0,0.90,0.12,2020-10-18 14:12:52.596,null
4067,50-59,4637,18.4,21.0,4.73,0.45,2020-10-18 14:12:52.596,null
4066,60-69,4022,15.96,47.0,10.59,1.17,2020-10-18 14:12:52.596,null
4065,70-79,2031,8.06,146.0,32.88,7.19,2020-10-18 14:12:52.596,null
4064,80 이상,1054,4.18,224.0,50.45,21.25,2020-10-18 14:12:52.595,null
4063,여성,13488,53.53,209.0,47.07,1.55,2020-10-18 14:12:52.595,null
4062,남성,11711,46.47,235.0,52.93,2.01,2020-10-18 14:12:52.595,null
4028,0-9,628,2.51,,0.00,,2020-10-16 14:19:02.331,null
4027,10-19,1374,5.49,,0.00,,2020-10-16 14:19:02.331,null
4026,20-29,4962,19.82,,0.00,,2020-10-16 14:19:02.331,null
4025,30-39,3079,12.3,2.0,0.45,0.06,2020-10-16 14:19:02.331,null
4024,40-49,3336,13.33,4.0,0.91,0.12,2020-10-16 14:19:02.33,null
4023,50-59,4596,18.36,21.0,4.76,0.46,2020-10-16 14:19:02.33,null
4022,60-69,3990,15.94,47.0,10.66,1.18,2020-10-16 14:19:02.33,null
4021,70-79,2021,8.07,144.0,32.65,7.13,2020-10-16 14:19:02.33,null
4020,80 이상,1049,4.19,223.0,50.57,21.26,2020-10-16 14:19:02.33,null
4019,여성,13399,53.52,207.0,46.94,1.54,2020-10-16 14:19:02.329,null
4018,남성,11636,46.48,234.0,53.06,2.01,2020-10-16 14:19:02.328,null
4006,0-9,628,2.51,,0.00,,2020-10-15 14:14:05.304,null
4005,10-19,1372,5.49,,0.00,,2020-10-15 14:14:05.304,null
4004,20-29,4955,19.83,,0.00,,2020-10-15 14:14:05.304,null
4003,30-39,3070,12.29,2.0,0.46,0.07,2020-10-15 14:14:05.303,null
4002,40-49,3326,13.31,4.0,0.91,0.12,2020-10-15 14:14:05.303,null
4001,50-59,4588,18.36,21.0,4.78,0.46,2020-10-15 14:14:05.303,null
4000,60-69,3983,15.94,47.0,10.71,1.18,2020-10-15 14:14:05.303,null
3999,70-79,2019,8.08,143.0,32.57,7.08,2020-10-15 14:14:05.303,null
3998,80 이상,1047,4.19,222.0,50.57,21.2,2020-10-15 14:14:05.303,null
3997,여성,13373,53.52,206.0,46.92,1.54,2020-10-15 14:14:05.303,null
3996,남성,11615,46.48,233.0,53.08,2.01,2020-10-15 14:14:05.302,null
3984,0-9,623,2.5,,0.00,,2020-10-14 14:13:30.104,null
3983,10-19,1369,5.5,,0.00,,2020-10-14 14:13:30.104,null
3982,20-29,4942,19.86,,0.00,,2020-10-14 14:13:30.104,null
3981,30-39,3060,12.29,2.0,0.46,0.07,2020-10-14 14:13:30.104,null
3980,40-49,3318,13.33,4.0,0.91,0.12,2020-10-14 14:13:30.104,null
3979,50-59,4583,18.41,21.0,4.79,0.46,2020-10-14 14:13:30.104,null
3978,60-69,3970,15.95,47.0,10.73,1.18,2020-10-14 14:13:30.104,null
3977,70-79,2008,8.07,143.0,32.65,7.12,2020-10-14 14:13:30.104,null
3976,80 이상,1016,4.08,221.0,50.46,21.75,2020-10-14 14:13:30.103,null
3975,여성,13295,53.42,205.0,46.80,1.54,2020-10-14 14:13:30.103,null
3974,남성,11594,46.58,233.0,53.20,2.01,2020-10-14 14:13:30.102,null
3962,0-9,619,2.5,,0.00,,2020-10-13 14:23:02.918,null
3961,10-19,1362,5.49,,0.00,,2020-10-13 14:23:02.918,null
3960,20-29,4912,19.8,,0.00,,2020-10-13 14:23:02.918,null
3959,30-39,3049,12.29,2.0,0.46,0.07,2020-10-13 14:23:02.918,null
3958,40-49,3307,13.33,4.0,0.92,0.12,2020-10-13 14:23:02.917,null
3957,50-59,4574,18.44,21.0,4.84,0.46,2020-10-13 14:23:02.917,null
3956,60-69,3962,15.97,47.0,10.83,1.19,2020-10-13 14:23:02.917,null
3955,70-79,2006,8.09,142.0,32.72,7.08,2020-10-13 14:23:02.917,null
3954,80 이상,1014,4.09,218.0,50.23,21.5,2020-10-13 14:23:02.917,null
3953,여성,13262,53.47,202.0,46.54,1.52,2020-10-13 14:23:02.917,null
3952,남성,11543,46.53,232.0,53.46,2.01,2020-10-13 14:23:02.916,null
3918,0-9,606,2.46,,0.00,,2020-10-11 14:18:46.892,null
3917,10-19,1353,5.5,,0.00,,2020-10-11 14:18:46.891,null
3916,20-29,4872,19.8,,0.00,,2020-10-11 14:18:46.891,null
3915,30-39,3014,12.25,2.0,0.46,0.07,2020-10-11 14:18:46.891,null
3914,40-49,3271,13.29,4.0,0.93,0.12,2020-10-11 14:18:46.891,null
3913,50-59,4549,18.49,20.0,4.63,0.44,2020-10-11 14:18:46.891,null
3912,60-69,3939,16.01,46.0,10.65,1.17,2020-10-11 14:18:46.891,null
3911,70-79,1991,8.09,142.0,32.87,7.13,2020-10-11 14:18:46.891,null
3910,80 이상,1011,4.11,218.0,50.46,21.56,2020-10-11 14:18:46.891,null
3909,여성,13183,53.58,201.0,46.53,1.52,2020-10-11 14:18:46.89,null
3908,남성,11423,46.42,231.0,53.47,2.02,2020-10-11 14:18:46.89,null
3896,0-9,602,2.45,,0.00,,2020-10-10 14:04:08.732,null
3895,10-19,1353,5.51,,0.00,,2020-10-10 14:04:08.731,null
3894,20-29,4861,19.8,,0.00,,2020-10-10 14:04:08.731,null
3893,30-39,3000,12.22,2.0,0.47,0.07,2020-10-10 14:04:08.731,null
3892,40-49,3263,13.29,4.0,0.93,0.12,2020-10-10 14:04:08.731,null
3891,50-59,4543,18.51,20.0,4.65,0.44,2020-10-10 14:04:08.731,null
3890,60-69,3933,16.02,46.0,10.70,1.17,2020-10-10 14:04:08.731,null
3889,70-79,1985,8.09,142.0,33.02,7.15,2020-10-10 14:04:08.731,null
3888,80 이상,1008,4.11,216.0,50.23,21.43,2020-10-10 14:04:08.731,null
3887,여성,13159,53.61,200.0,46.51,1.52,2020-10-10 14:04:08.73,null
3886,남성,11389,46.39,230.0,53.49,2.02,2020-10-10 14:04:08.73,null
3852,0-9,594,2.44,,0.00,,2020-10-07 14:37:21.512,null
3851,10-19,1334,5.48,,0.00,,2020-10-07 14:37:21.512,null
3850,20-29,4836,19.86,,0.00,,2020-10-07 14:37:21.512,null
3849,30-39,2979,12.23,2.0,0.47,0.07,2020-10-07 14:37:21.512,null
3848,40-49,3242,13.31,4.0,0.94,0.12,2020-10-07 14:37:21.512,null
3847,50-59,4515,18.54,19.0,4.47,0.42,2020-10-07 14:37:21.512,null
3846,60-69,3890,15.97,46.0,10.82,1.18,2020-10-07 14:37:21.511,null
3845,70-79,1964,8.06,141.0,33.18,7.18,2020-10-07 14:37:21.511,null
3844,80 이상,999,4.1,213.0,50.12,21.32,2020-10-07 14:37:21.511,null
3843,여성,13071,53.67,198.0,46.59,1.51,2020-10-07 14:37:21.511,null
3842,남성,11282,46.33,227.0,53.41,2.01,2020-10-07 14:37:21.511,null
3830,0-9,593,2.45,,0.00,,2020-10-06 14:29:50.979,null
3829,10-19,1332,5.5,,0.00,,2020-10-06 14:29:50.979,null
3828,20-29,4828,19.92,,0.00,,2020-10-06 14:29:50.979,null
3827,30-39,2966,12.24,2.0,0.47,0.07,2020-10-06 14:29:50.979,null
3826,40-49,3232,13.33,4.0,0.95,0.12,2020-10-06 14:29:50.979,null
3825,50-59,4487,18.51,19.0,4.50,0.42,2020-10-06 14:29:50.979,null
3824,60-69,3859,15.92,46.0,10.90,1.19,2020-10-06 14:29:50.979,null
3823,70-79,1948,8.04,141.0,33.41,7.24,2020-10-06 14:29:50.979,null
3822,80 이상,994,4.1,210.0,49.76,21.13,2020-10-06 14:29:50.978,null
3821,여성,13010,53.67,196.0,46.45,1.51,2020-10-06 14:29:50.978,null
3820,남성,11229,46.33,226.0,53.55,2.01,2020-10-06 14:29:50.978,null
3808,0-9,588,2.43,,0.00,,2020-10-05 14:36:08.129,null
3807,10-19,1324,5.48,,0.00,,2020-10-05 14:36:08.129,null
3806,20-29,4802,19.87,,0.00,,2020-10-05 14:36:08.129,null
3805,30-39,2958,12.24,2.0,0.47,0.07,2020-10-05 14:36:08.129,null
3804,40-49,3230,13.37,4.0,0.95,0.12,2020-10-05 14:36:08.129,null
3803,50-59,4476,18.52,19.0,4.50,0.42,2020-10-05 14:36:08.129,null
3802,60-69,3850,15.93,46.0,10.90,1.19,2020-10-05 14:36:08.129,null
3801,70-79,1944,8.05,141.0,33.41,7.25,2020-10-05 14:36:08.129,null
3800,80 이상,992,4.11,210.0,49.76,21.17,2020-10-05 14:36:08.128,null
3799,여성,12985,53.74,196.0,46.45,1.51,2020-10-05 14:36:08.128,null
3798,남성,11179,46.26,226.0,53.55,2.02,2020-10-05 14:36:08.128,null
3786,0-9,588,2.44,,0.00,,2020-10-04 14:27:12.58,null
3785,10-19,1321,5.48,,0.00,,2020-10-04 14:27:12.58,null
3784,20-29,4785,19.86,,0.00,,2020-10-04 14:27:12.58,null
3783,30-39,2949,12.24,2.0,0.48,0.07,2020-10-04 14:27:12.58,null
3782,40-49,3222,13.37,4.0,0.95,0.12,2020-10-04 14:27:12.58,null
3781,50-59,4464,18.53,19.0,4.51,0.43,2020-10-04 14:27:12.58,null
3780,60-69,3836,15.92,45.0,10.69,1.17,2020-10-04 14:27:12.58,null
3779,70-79,1938,8.04,141.0,33.49,7.28,2020-10-04 14:27:12.58,null
3778,80 이상,988,4.1,210.0,49.88,21.26,2020-10-04 14:27:12.579,null
3777,여성,12959,53.79,196.0,46.56,1.51,2020-10-04 14:27:12.579,null
3776,남성,11132,46.21,225.0,53.44,2.02,2020-10-04 14:27:12.579,null
3764,0-9,588,2.45,,0.00,,2020-10-03 14:19:43.547,null
3763,10-19,1317,5.48,,0.00,,2020-10-03 14:19:43.547,null
3762,20-29,4781,19.9,,0.00,,2020-10-03 14:19:43.547,null
3761,30-39,2940,12.24,2.0,0.48,0.07,2020-10-03 14:19:43.547,null
3760,40-49,3209,13.36,4.0,0.95,0.12,2020-10-03 14:19:43.547,null
3759,50-59,4456,18.55,19.0,4.52,0.43,2020-10-03 14:19:43.546,null
3758,60-69,3824,15.92,44.0,10.48,1.15,2020-10-03 14:19:43.546,null
3757,70-79,1930,8.03,141.0,33.57,7.31,2020-10-03 14:19:43.546,null
3756,80 이상,982,4.09,210.0,50.00,21.38,2020-10-03 14:19:43.546,null
3755,여성,12935,53.84,196.0,46.67,1.52,2020-10-03 14:19:43.546,null
3754,남성,11092,46.16,224.0,53.33,2.02,2020-10-03 14:19:43.546,null
3742,0-9,587,2.45,,0.00,,2020-10-02 14:13:05.034,null
3741,10-19,1316,5.49,,0.00,,2020-10-02 14:13:05.034,null
3740,20-29,4775,19.94,,0.00,,2020-10-02 14:13:05.034,null
3739,30-39,2927,12.22,2.0,0.48,0.07,2020-10-02 14:13:05.033,null
3738,40-49,3198,13.35,4.0,0.96,0.13,2020-10-02 14:13:05.033,null
3737,50-59,4445,18.56,19.0,4.57,0.43,2020-10-02 14:13:05.033,null
3736,60-69,3808,15.9,44.0,10.58,1.16,2020-10-02 14:13:05.033,null
3735,70-79,1917,8,138.0,33.17,7.2,2020-10-02 14:13:05.033,null
3734,80 이상,979,4.09,209.0,50.24,21.35,2020-10-02 14:13:05.033,null
3733,여성,12907,53.89,196.0,47.12,1.52,2020-10-02 14:13:05.033,null
3732,남성,11045,46.11,220.0,52.88,1.99,2020-10-02 14:13:05.032,null
3720,0-9,584,2.44,,0.00,,2020-10-01 14:25:26.073,null
3719,10-19,1310,5.48,,0.00,,2020-10-01 14:25:26.073,null
3718,20-29,4769,19.96,,0.00,,2020-10-01 14:25:26.073,null
3717,30-39,2917,12.21,2.0,0.48,0.07,2020-10-01 14:25:26.073,null
3716,40-49,3192,13.36,4.0,0.96,0.13,2020-10-01 14:25:26.073,null
3715,50-59,4434,18.56,19.0,4.58,0.43,2020-10-01 14:25:26.073,null
3714,60-69,3795,15.89,44.0,10.60,1.16,2020-10-01 14:25:26.073,null
3713,70-79,1913,8.01,138.0,33.25,7.21,2020-10-01 14:25:26.073,null
3712,80 이상,975,4.08,208.0,50.12,21.33,2020-10-01 14:25:26.072,null
3711,여성,12882,53.92,196.0,47.23,1.52,2020-10-01 14:25:26.072,null
3710,남성,11007,46.08,219.0,52.77,1.99,2020-10-01 14:25:26.072,null
3698,0-9,578,2.43,,0.00,,2020-09-30 14:14:09.283,null
3697,10-19,1306,5.48,,0.00,,2020-09-30 14:14:09.283,null
3696,20-29,4762,20,,0.00,,2020-09-30 14:14:09.283,null
3695,30-39,2908,12.21,2.0,0.48,0.07,2020-09-30 14:14:09.283,null
3694,40-49,3178,13.35,4.0,0.97,0.13,2020-09-30 14:14:09.283,null
3693,50-59,4421,18.57,19.0,4.60,0.43,2020-09-30 14:14:09.283,null
3692,60-69,3782,15.88,44.0,10.65,1.16,2020-09-30 14:14:09.283,null
3691,70-79,1906,8,136.0,32.93,7.14,2020-09-30 14:14:09.283,null
3690,80 이상,971,4.08,208.0,50.36,21.42,2020-09-30 14:14:09.283,null
3689,여성,12848,53.96,196.0,47.46,1.53,2020-09-30 14:14:09.282,null
3688,남성,10964,46.04,217.0,52.54,1.98,2020-09-30 14:14:09.282,null
3676,0-9,573,2.42,,0.00,,2020-09-29 14:18:28.08,null
3675,10-19,1301,5.49,,0.00,,2020-09-29 14:18:28.08,null
3674,20-29,4754,20.06,,0.00,,2020-09-29 14:18:28.08,null
3673,30-39,2888,12.19,2.0,0.49,0.07,2020-09-29 14:18:28.079,null
3672,40-49,3158,13.33,4.0,0.98,0.13,2020-09-29 14:18:28.079,null
3671,50-59,4395,18.55,19.0,4.67,0.43,2020-09-29 14:18:28.079,null
3670,60-69,3764,15.88,44.0,10.81,1.17,2020-09-29 14:18:28.079,null
3669,70-79,1897,8,133.0,32.68,7.01,2020-09-29 14:18:28.079,null
3668,80 이상,969,4.09,205.0,50.37,21.16,2020-09-29 14:18:28.079,null
3667,여성,12812,54.06,191.0,46.93,1.49,2020-09-29 14:18:28.079,null
3666,남성,10887,45.94,216.0,53.07,1.98,2020-09-29 14:18:28.079,null
3654,0-9,572,2.42,,0.00,,2020-09-28 14:15:38.283,null
3653,10-19,1299,5.49,,0.00,,2020-09-28 14:15:38.283,null
3652,20-29,4746,20.06,,0.00,,2020-09-28 14:15:38.282,null
3651,30-39,2881,12.18,2.0,0.49,0.07,2020-09-28 14:15:38.282,null
3650,40-49,3151,13.32,4.0,0.99,0.13,2020-09-28 14:15:38.282,null
3649,50-59,4390,18.55,19.0,4.68,0.43,2020-09-28 14:15:38.282,null
3648,60-69,3760,15.89,44.0,10.84,1.17,2020-09-28 14:15:38.282,null
3647,70-79,1897,8.02,132.0,32.51,6.96,2020-09-28 14:15:38.282,null
3646,80 이상,965,4.08,205.0,50.49,21.24,2020-09-28 14:15:38.282,null
3645,여성,12801,54.1,190.0,46.80,1.48,2020-09-28 14:15:38.282,null
3644,남성,10860,45.9,216.0,53.20,1.99,2020-09-28 14:15:38.281,null
3632,0-9,568,2.41,,0.00,,2020-09-27 14:22:48.573,null
3631,10-19,1295,5.48,,0.00,,2020-09-27 14:22:48.573,null
3630,20-29,4741,20.08,,0.00,,2020-09-27 14:22:48.572,null
3629,30-39,2878,12.19,2.0,0.50,0.07,2020-09-27 14:22:48.572,null
3628,40-49,3146,13.32,4.0,1.00,0.13,2020-09-27 14:22:48.572,null
3627,50-59,4380,18.55,18.0,4.49,0.41,2020-09-27 14:22:48.572,null
3626,60-69,3748,15.87,44.0,10.97,1.17,2020-09-27 14:22:48.572,null
3625,70-79,1894,8.02,130.0,32.42,6.86,2020-09-27 14:22:48.572,null
3624,80 이상,961,4.07,203.0,50.62,21.12,2020-09-27 14:22:48.572,null
3623,여성,12777,54.11,188.0,46.88,1.47,2020-09-27 14:22:48.572,null
3622,남성,10834,45.89,213.0,53.12,1.97,2020-09-27 14:22:48.572,null
3610,0-9,567,2.41,,0.00,,2020-09-26 14:09:05.525,null
3609,10-19,1291,5.49,,0.00,,2020-09-26 14:09:05.525,null
3608,20-29,4727,20.1,,0.00,,2020-09-26 14:09:05.525,null
3607,30-39,2862,12.17,2.0,0.50,0.07,2020-09-26 14:09:05.524,null
3606,40-49,3134,13.33,4.0,1.00,0.13,2020-09-26 14:09:05.524,null
3605,50-59,4361,18.54,18.0,4.51,0.41,2020-09-26 14:09:05.524,null
3604,60-69,3728,15.85,43.0,10.78,1.15,2020-09-26 14:09:05.524,null
3603,70-79,1887,8.02,130.0,32.58,6.89,2020-09-26 14:09:05.524,null
3602,80 이상,959,4.08,202.0,50.63,21.06,2020-09-26 14:09:05.524,null
3601,여성,12724,54.11,188.0,47.12,1.48,2020-09-26 14:09:05.524,null
3600,남성,10792,45.89,211.0,52.88,1.96,2020-09-26 14:09:05.524,null
3588,0-9,566,2.41,,0.00,,2020-09-25 14:31:46.078,null
3587,10-19,1285,5.48,,0.00,,2020-09-25 14:31:46.078,null
3586,20-29,4720,20.12,,0.00,,2020-09-25 14:31:46.078,null
3585,30-39,2855,12.17,2.0,0.51,0.07,2020-09-25 14:31:46.078,null
3584,40-49,3129,13.34,4.0,1.01,0.13,2020-09-25 14:31:46.078,null
3583,50-59,4351,18.55,18.0,4.56,0.41,2020-09-25 14:31:46.077,null
3582,60-69,3712,15.83,43.0,10.89,1.16,2020-09-25 14:31:46.077,null
3581,70-79,1878,8.01,128.0,32.41,6.82,2020-09-25 14:31:46.077,null
3580,80 이상,959,4.09,200.0,50.63,20.86,2020-09-25 14:31:46.077,null
3579,여성,12688,54.1,187.0,47.34,1.47,2020-09-25 14:31:46.077,null
3578,남성,10767,45.9,208.0,52.66,1.93,2020-09-25 14:31:46.077,null
3566,0-9,561,2.4,,0.00,,2020-09-24 14:30:28.378,null
3565,10-19,1282,5.49,,0.00,,2020-09-24 14:30:28.378,null
3564,20-29,4708,20.17,,0.00,,2020-09-24 14:30:28.378,null
3563,30-39,2841,12.17,2.0,0.51,0.07,2020-09-24 14:30:28.378,null
3562,40-49,3114,13.34,4.0,1.02,0.13,2020-09-24 14:30:28.378,null
3561,50-59,4332,18.56,18.0,4.58,0.42,2020-09-24 14:30:28.378,null
3560,60-69,3690,15.81,43.0,10.94,1.17,2020-09-24 14:30:28.378,null
3559,70-79,1864,7.99,126.0,32.06,6.76,2020-09-24 14:30:28.378,null
3558,80 이상,949,4.07,200.0,50.89,21.07,2020-09-24 14:30:28.377,null
3557,여성,12628,54.1,186.0,47.33,1.47,2020-09-24 14:30:28.377,null
3556,남성,10713,45.9,207.0,52.67,1.93,2020-09-24 14:30:28.377,null
3544,0-9,555,2.39,,0.00,,2020-09-23 14:14:20.925,null
3543,10-19,1278,5.5,,0.00,,2020-09-23 14:14:20.925,null
3542,20-29,4693,20.21,,0.00,,2020-09-23 14:14:20.925,null
3541,30-39,2832,12.2,2.0,0.52,0.07,2020-09-23 14:14:20.925,null
3540,40-49,3097,13.34,4.0,1.03,0.13,2020-09-23 14:14:20.925,null
3539,50-59,4303,18.53,17.0,4.38,0.4,2020-09-23 14:14:20.925,null
3538,60-69,3663,15.78,43.0,11.08,1.17,2020-09-23 14:14:20.925,null
3537,70-79,1855,7.99,123.0,31.70,6.63,2020-09-23 14:14:20.925,null
3536,80 이상,940,4.05,199.0,51.29,21.17,2020-09-23 14:14:20.924,null
3535,여성,12568,54.14,185.0,47.68,1.47,2020-09-23 14:14:20.924,null
3534,남성,10648,45.86,203.0,52.32,1.91,2020-09-23 14:14:20.924,null
3522,0-9,551,2.38,,0.00,,2020-09-22 14:09:42.241,null
3521,10-19,1274,5.51,,0.00,,2020-09-22 14:09:42.241,null
3520,20-29,4684,20.27,,0.00,,2020-09-22 14:09:42.241,null
3519,30-39,2822,12.21,2.0,0.52,0.07,2020-09-22 14:09:42.24,null
3518,40-49,3083,13.34,4.0,1.03,0.13,2020-09-22 14:09:42.24,null
3517,50-59,4280,18.52,17.0,4.38,0.4,2020-09-22 14:09:42.24,null
3516,60-69,3644,15.77,43.0,11.08,1.18,2020-09-22 14:09:42.24,null
3515,70-79,1833,7.93,123.0,31.70,6.71,2020-09-22 14:09:42.24,null
3514,80 이상,935,4.05,199.0,51.29,21.28,2020-09-22 14:09:42.24,null
3513,여성,12517,54.17,185.0,47.68,1.48,2020-09-22 14:09:42.24,null
3512,남성,10589,45.83,203.0,52.32,1.92,2020-09-22 14:09:42.24,null
3500,0-9,550,2.39,,0.00,,2020-09-21 14:38:13.781,null
3499,10-19,1272,5.52,,0.00,,2020-09-21 14:38:13.781,null
3498,20-29,4678,20.3,,0.00,,2020-09-21 14:38:13.781,null
3497,30-39,2812,12.2,2.0,0.52,0.07,2020-09-21 14:38:13.781,null
3496,40-49,3073,13.33,4.0,1.04,0.13,2020-09-21 14:38:13.781,null
3495,50-59,4264,18.5,17.0,4.42,0.4,2020-09-21 14:38:13.781,null
3494,60-69,3634,15.77,42.0,10.91,1.16,2020-09-21 14:38:13.78,null
3493,70-79,1828,7.93,121.0,31.43,6.62,2020-09-21 14:38:13.78,null
3492,80 이상,934,4.05,199.0,51.69,21.31,2020-09-21 14:38:13.78,null
3491,여성,12493,54.21,183.0,47.53,1.46,2020-09-21 14:38:13.78,null
3490,남성,10552,45.79,202.0,52.47,1.91,2020-09-21 14:38:13.78,null
3478,0-9,548,2.39,,0.00,,2020-09-20 14:17:09.143,null
3477,10-19,1264,5.52,,0.00,,2020-09-20 14:17:09.143,null
3476,20-29,4653,20.32,,0.00,,2020-09-20 14:17:09.143,null
3475,30-39,2792,12.2,2.0,0.53,0.07,2020-09-20 14:17:09.143,null
3474,40-49,3053,13.34,4.0,1.06,0.13,2020-09-20 14:17:09.142,null
3473,50-59,4239,18.52,17.0,4.50,0.4,2020-09-20 14:17:09.142,null
